order_item_id,order_id,product_id,quantity,unit_price
1187,3689,569,5,615
1188,713,639,8,708
1189,3373,708,7,578
1190,3966,1649,4,36
1191,3114,3192,8,454
1192,2536,4016,3,183
1193,4520,4946,2,966
1194,1,4881,6,620
1195,937,68,4,503
1196,1902,2023,5,516
1197,3089,3341,2,210
1198,1513,2259,1,809
1199,2806,165,5,818
1200,4111,4665,5,704
1201,2354,634,5,661
1202,2759,3053,7,809
1203,4120,2582,10,491
1204,3231,2065,1,772
1205,4857,481,7,470
1206,2061,273,5,993
1207,2310,3862,6,268
1208,1611,3024,9,320
1209,1623,857,3,945
1210,4459,627,6,729
1211,2787,132,2,592
1212,4508,4654,9,561
1213,2137,549,2,570
1214,1968,1571,8,581
1215,1506,1005,3,618
1216,2243,3636,2,485
1217,2541,4053,1,937
1218,604,2224,5,427
1219,4721,1754,9,639
1220,4024,778,1,226
1221,2737,4622,9,574
1222,890,1610,2,751
1223,1970,1795,2,929
1224,1672,1433,4,42
1225,127,4395,3,112
1226,3431,904,9,115
1227,3936,3793,9,852
1228,720,1120,5,903
1229,597,1727,6,833
1230,4692,3034,1,552
1231,2248,214,8,900
1232,1818,154,6,787
1233,2382,573,10,149
1234,1929,3603,8,470
1235,1459,3422,4,807
1236,1630,2677,6,29
1237,3333,1080,7,766
1238,3439,931,10,554
1239,1598,634,5,278
1240,3216,4378,8,56
1241,43,709,1,914
1242,18,1869,8,201
1243,4265,4794,7,83
1244,2523,1278,5,751
1245,699,711,6,902
1246,3817,2396,4,888
1247,148,4568,2,505
1248,4033,3264,8,842
1249,3528,3548,2,56
1250,1236,2959,4,423
1251,320,2236,4,212
1252,3610,3474,7,605
1253,1723,2601,1,669
1254,4554,4259,8,11
1255,2375,2131,2,870
1256,2672,480,4,706
1257,4701,3877,4,83
1258,3745,4277,6,448
1259,203,1425,10,405
1260,2401,1327,10,771
1261,4179,2926,4,722
1262,3886,1245,6,286
1263,4699,1146,2,783
1264,1933,3234,5,646
1265,2726,3192,10,485
1266,4330,3871,8,67
1267,4002,979,4,931
1268,287,2630,3,425
1269,2918,766,2,436
1270,1012,3366,6,228
1271,4276,2515,6,674
1272,4663,3925,8,981
1273,1866,2609,10,596
1274,2245,4760,6,326
1275,112,292,6,763
1276,411,4381,4,490
1277,3739,4909,4,614
1278,1893,4977,2,273
1279,1911,782,1,693
1280,1930,1202,3,55
1281,2305,2857,2,283
1282,1228,2378,9,740
1283,731,3978,9,576
1284,4006,3699,9,787
1285,4562,4272,4,573
1286,3553,4193,5,333
1287,2359,4792,6,850
1288,320,3260,10,724
1289,1156,3191,9,158
1290,1277,2295,3,196
1291,181,1952,7,21
1292,2951,1126,9,901
1293,2908,3894,10,535
1294,682,3575,1,522
1295,2803,3989,3,289
1296,4392,2124,4,212
1297,2453,3786,7,72
1298,858,2384,3,669
1299,679,2386,7,90
1300,2033,4200,7,682
1301,1319,453,8,148
1302,4634,1416,10,396
1303,1974,3011,9,306
1304,1976,2403,9,434
1305,642,2524,8,811
1306,422,2905,6,720
1307,4386,4212,3,162
1308,4004,4767,7,449
1309,1157,712,10,707
1310,1033,311,4,942
1311,4442,4872,8,517
1312,819,905,6,275
1313,2681,1127,4,217
1314,4050,2551,10,48
1315,2102,573,7,851
1316,3333,1243,10,437
1317,2252,1044,7,190
1318,4385,3692,4,630
1319,2207,1395,10,438
1320,2168,3714,9,644
1321,1030,4383,3,291
1322,246,4242,7,980
1323,3647,7,8,819
1324,566,54,7,719
1325,1738,786,1,423
1326,1789,3972,7,522
1327,1832,1068,10,787
1328,1559,2328,1,698
1329,1238,4453,5,753
1330,3428,4228,1,902
1331,1140,2169,8,581
1332,172,3539,9,850
1333,3789,3526,4,533
1334,342,1310,4,894
1335,4563,278,2,87
1336,630,725,6,11
1337,962,3543,9,150
1338,500,4722,8,692
1339,611,1274,2,339
1340,2176,1630,6,649
1341,4920,4661,10,489
1342,3689,694,6,168
1343,3326,3914,5,561
1344,3959,1177,3,630
1345,4248,1174,6,925
1346,1459,4217,2,605
1347,3449,1520,9,596
1348,4933,3439,4,617
1349,2227,3586,1,888
1350,369,4889,6,921
1351,4034,1729,7,707
1352,1292,1585,9,160
1353,3076,347,8,169
1354,3974,1756,7,618
1355,589,962,9,43
1356,4347,4856,1,514
1357,580,1247,5,927
1358,2699,4864,3,291
1359,3400,1547,7,277
1360,3769,1410,7,835
1361,3442,4163,1,770
1362,4789,2821,8,340
1363,2150,865,2,855
1364,3415,1316,2,215
1365,2601,3158,5,162
1366,1289,4123,7,893
1367,4729,1553,4,648
1368,3180,2700,5,664
1369,1470,493,5,507
1370,2604,3715,4,155
1371,2960,300,9,58
1372,4909,2131,6,811
1373,1978,2998,10,575
1374,2235,1033,3,315
1375,2923,2276,8,871
1376,4768,3628,9,341
1377,1848,3604,10,61
1378,324,455,6,977
1379,4528,2904,8,521
1380,2895,785,7,869
1381,4187,161,6,659
1382,4052,362,3,716
1383,4381,1868,9,843
1384,4211,1052,8,248
1385,2597,2361,2,541
1386,2935,2033,4,474
1387,1825,2677,4,273
1388,3675,565,1,779
1389,4984,992,4,368
1390,2923,990,7,456
1391,33,4942,5,625
1392,1186,2593,5,619
1393,4145,2155,9,555
1394,4951,4975,9,238
1395,1605,2761,6,617
1396,2322,3952,4,308
1397,4862,2602,4,608
1398,2568,3126,8,785
1399,1807,4116,5,513
1400,1356,3246,1,155
1401,3013,4752,5,37
1402,3566,4559,4,126
1403,2781,3060,9,745
1404,3378,4110,10,582
1405,1055,1734,1,418
1406,1302,3422,2,559
1407,1080,3809,5,954
1408,4140,1570,1,483
1409,2180,3284,7,243
1410,515,4053,3,982
1411,2900,2349,3,177
1412,1389,3111,7,25
1413,4511,1005,4,636
1414,1010,2943,10,469
1415,4127,1217,2,886
1416,2776,1808,9,738
1417,4591,2323,10,610
1418,943,2535,7,681
1419,2641,2427,6,943
1420,4670,3171,8,525
1421,437,1529,3,71
1422,1756,3681,10,854
1423,3900,548,5,46
1424,4698,1281,9,938
1425,3874,2383,4,407
1426,4671,2823,8,676
1427,376,1038,3,782
1428,4187,28,3,651
1429,3181,4313,1,438
1430,1213,1987,1,848
1431,115,327,1,872
1432,70,2806,1,124
1433,1826,1311,6,193
1434,1256,3043,8,900
1435,39,2417,9,470
1436,2412,3084,2,357
1437,291,4892,4,127
1438,4164,2067,5,228
1439,153,1762,7,90
1440,4505,4565,8,137
1441,277,4650,3,610
1442,4667,4304,9,158
1443,1900,3510,9,671
1444,2407,3616,9,223
1445,4184,612,9,705
1446,3980,1163,8,912
1447,1804,353,2,875
1448,2250,3333,6,215
1449,100,2995,7,730
1450,1608,3594,3,802
1451,2546,4763,6,858
1452,51,3272,7,770
1453,4558,1689,9,777
1454,3969,1124,1,231
1455,2874,2113,8,727
1456,74,3078,4,290
1457,2283,1459,8,488
1458,3201,4470,2,391
1459,4826,256,1,994
1460,1312,1902,8,942
1461,757,4807,2,871
1462,4002,1874,2,831
1463,124,4906,3,394
1464,2448,4440,9,751
1465,4347,4370,10,973
1466,4530,4434,2,677
1467,644,4188,4,77
1468,4951,683,10,386
1469,1706,4014,10,527
1470,3542,4018,9,586
1471,1068,2647,2,711
1472,2876,4601,2,142
1473,4551,4363,2,217
1474,2469,2697,4,455
1475,1710,559,7,515
1476,82,844,9,38
1477,3009,2222,8,776
1478,614,2567,5,187
1479,3116,1267,7,68
1480,4604,2178,1,183
1481,3286,1782,8,560
1482,584,3649,5,949
1483,3979,2232,9,963
1484,294,2827,2,602
1485,1214,4126,5,658
1486,3358,1381,3,741
1487,3157,2636,2,412
1488,1927,1485,6,483
1489,3642,4716,3,783
1490,3257,2319,9,368
1491,1389,3834,1,635
1492,602,3003,10,899
1493,2006,1926,7,725
1494,2043,4715,6,171
1495,4364,4248,2,494
1496,1298,4897,4,654
1497,2837,3495,9,716
1498,921,352,8,975
1499,4239,3493,3,357
1500,2332,3457,3,690
1501,1575,4150,1,217
1502,3688,843,10,677
1503,2452,3571,4,890
1504,4078,1202,8,593
1505,3403,822,2,137
1506,1046,3719,4,223
1507,1631,2691,5,625
1508,4125,3117,1,718
1509,1477,2486,10,968
1510,33,2981,3,790
1511,4070,129,5,604
1512,2721,2683,7,843
1513,2374,2497,4,273
1514,1428,2671,10,840
1515,4199,929,2,51
1516,2011,816,3,993
1517,1999,2008,5,655
1518,2369,3692,2,426
1519,3295,4196,2,962
1520,4093,4628,7,712
1521,3995,319,2,438
1522,1949,1624,5,464
1523,1015,2990,5,944
1524,3602,4985,7,601
1525,3249,4101,5,353
1526,1038,4815,4,507
1527,2365,3957,10,460
1528,2871,1512,6,307
1529,226,1873,1,646
1530,170,4325,8,830
1531,4252,3086,4,817
1532,2843,2108,1,713
1533,2358,1929,4,928
1534,1580,3113,4,310
1535,1549,3170,4,549
1536,70,1705,6,109
1537,4441,2583,10,629
1538,4283,3740,6,744
1539,3165,527,5,106
1540,4258,4966,2,976
1541,2442,3354,3,205
1542,1081,4010,6,156
1543,3681,4757,3,863
1544,2679,1228,6,512
1545,2476,1364,9,997
1546,2046,84,4,528
1547,1557,4547,9,66
1548,1902,3626,4,420
1549,1831,832,10,664
1550,3530,3662,6,910
1551,2530,1563,5,140
1552,2606,1838,6,475
1553,841,4525,4,177
1554,1339,1839,10,92
1555,2030,3192,5,261
1556,64,3607,7,599
1557,3580,2358,6,584
1558,4505,4670,10,769
1559,3362,384,6,119
1560,1658,3866,7,134
1561,2761,2186,8,809
1562,1522,354,3,854
1563,4890,4639,4,28
1564,1168,2122,5,875
1565,4289,3057,3,884
1566,4811,3852,5,892
1567,3545,1096,3,663
1568,3111,1729,1,959
1569,4844,2615,6,686
1570,1761,204,8,455
1571,3311,4348,5,295
1572,2981,1197,4,647
1573,2692,2557,10,310
1574,1750,4956,8,680
1575,2411,4411,8,109
1576,3883,4001,9,684
1577,900,2592,8,200
1578,2687,4393,10,950
1579,3711,2548,3,854
1580,384,1304,4,937
1581,2156,711,6,323
1582,1382,296,9,363
1583,1630,3714,6,156
1584,1603,2199,3,559
1585,3716,699,4,166
1586,3943,1373,8,996
1587,4837,4183,10,312
1588,2543,1669,5,738
1589,3780,644,1,731
1590,2737,4764,9,760
1591,446,3925,5,987
1592,2796,746,7,828
1593,1756,2075,4,992
1594,2862,4579,2,208
1595,4327,1400,10,839
1596,3448,2215,9,17
1597,3018,733,5,820
1598,84,4774,8,306
1599,1247,541,8,495
1600,2728,2670,1,935
1601,1305,3364,4,921
1602,2588,529,2,385
1603,4002,3131,8,668
1604,4788,3131,3,819
1605,2398,3618,6,93
1606,4940,4881,7,112
1607,3900,3032,10,28
1608,4885,3912,6,42
1609,2824,3416,10,156
1610,4342,481,5,297
1611,2781,511,2,653
1612,1125,3898,1,842
1613,3998,450,8,832
1614,2340,3881,8,754
1615,4524,3919,9,604
1616,1321,443,10,622
1617,4835,353,8,839
1618,2237,2038,4,619
1619,2192,1309,9,171
1620,2312,2277,9,751
1621,3903,2052,4,923
1622,4125,1878,7,34
1623,3324,3678,5,677
1624,1920,2588,9,101
1625,3285,2659,4,146
1626,1921,1176,7,405
1627,296,1454,9,283
1628,3850,2,8,77
1629,4489,3256,6,70
1630,3659,4677,9,615
1631,3294,2675,1,547
1632,742,3390,4,292
1633,554,4678,2,592
1634,1177,3316,8,106
1635,2812,2179,3,507
1636,3806,372,7,882
1637,2745,2954,1,784
1638,138,223,7,125
1639,3739,1493,9,725
1640,4970,2373,8,270
1641,2179,1097,9,207
1642,1675,2714,10,227
1643,721,3619,10,895
1644,1842,1705,3,837
1645,3551,809,2,464
1646,3302,403,10,744
1647,3984,806,10,242
1648,3707,2353,6,682
1649,161,2358,2,329
1650,2760,25,7,153
1651,1309,2913,4,132
1652,1685,608,6,41
1653,1891,1375,5,568
1654,3204,4808,10,237
1655,1155,2609,2,478
1656,1449,3575,1,780
1657,2943,964,2,338
1658,1397,1833,4,919
1659,3627,597,7,868
1660,4582,2971,1,435
1661,3343,2730,6,987
1662,1722,237,2,372
1663,890,4748,3,453
1664,675,1301,5,965
1665,1231,504,6,415
1666,1909,2427,5,987
1667,3363,4585,7,969
1668,1933,83,7,734
1669,3135,2640,2,63
1670,4226,670,1,549
1671,312,2907,6,778
1672,2279,3427,4,434
1673,3351,1244,4,208
1674,2771,3828,8,297
1675,1464,4098,9,230
1676,1076,1082,9,915
1677,804,4288,7,598
1678,2889,2166,3,174
1679,103,1740,2,822
1680,3477,1571,7,29
1681,578,1363,4,762
1682,79,1615,2,481
1683,1759,2069,4,673
1684,4025,1147,3,454
1685,2290,3561,7,732
1686,243,3039,4,984
1687,2795,4253,9,979
1688,1098,4891,8,841
1689,1075,480,6,699
1690,1072,1938,4,72
1691,846,2768,10,362
1692,4472,2115,6,914
1693,4991,1714,3,518
1694,4320,1473,6,832
1695,1013,4224,9,874
1696,1787,3512,7,596
1697,4940,4280,4,149
1698,29,75,4,32
1699,3906,2057,9,183
1700,3775,2218,4,926
1701,227,709,4,562
1702,17,4180,7,693
1703,4173,4856,9,991
1704,4480,1486,8,870
1705,15,4821,4,785
1706,4029,2081,2,591
1707,4116,3929,7,55
1708,3257,3767,10,319
1709,3145,2876,1,661
1710,1592,4612,4,101
1711,938,3762,4,501
1712,4263,3096,1,334
1713,3147,3551,8,983
1714,4487,1904,8,839
1715,3439,4602,5,672
1716,27,3840,1,259
1717,337,1622,10,968
1718,540,1939,2,26
1719,1604,2545,6,89
1720,348,4729,8,373
1721,3919,2729,6,226
1722,1117,1726,8,188
1723,1358,3490,7,308
1724,4401,269,7,310
1725,1000,692,10,642
1726,2903,3789,2,458
1727,3494,2536,9,879
1728,2728,2077,5,508
1729,1422,4437,8,489
1730,3246,1640,8,739
1731,4888,1377,9,792
1732,587,3306,1,808
1733,2038,2310,4,48
1734,4255,1577,4,91
1735,1148,2013,3,708
1736,2013,1462,8,505
1737,1293,3202,4,66
1738,2150,4992,8,123
1739,3570,3606,9,702
1740,3976,485,10,891
1741,4498,132,7,399
1742,540,204,6,773
1743,4364,3400,8,965
1744,2753,605,2,558
1745,4193,4835,4,359
1746,1863,2031,9,905
1747,2785,4712,10,931
1748,1533,3217,5,649
1749,3590,3417,10,279
1750,2490,2792,4,313
1751,4290,1684,10,59
1752,2114,4972,8,432
1753,2108,2294,4,913
1754,128,4363,1,112
1755,3633,4473,9,473
1756,3172,1067,2,205
1757,615,535,6,167
1758,1260,3087,9,310
1759,4090,2282,9,331
1760,1158,4534,1,997
1761,3448,4853,8,915
1762,3957,4091,9,845
1763,2862,106,4,804
1764,636,2767,6,978
1765,60,2888,2,57
1766,4121,484,8,369
1767,4251,2849,4,348
1768,1525,4871,10,290
1769,4242,2306,4,106
1770,1868,1692,2,886
1771,3914,3684,9,743
1772,3817,2138,2,480
1773,4459,3246,2,479
1774,1236,1012,2,71
1775,4565,1358,7,831
1776,1266,212,4,580
1777,4629,1898,3,567
1778,4402,505,5,654
1779,672,3467,3,443
1780,4502,4402,10,787
1781,344,4049,10,641
1782,1982,1869,9,896
1783,2368,1038,4,417
1784,2364,2728,4,29
1785,4574,1011,8,98
1786,4466,3233,2,346
1787,4927,2782,1,168
1788,4668,3674,7,367
1789,4435,2524,2,167
1790,4259,153,9,674
1791,3460,3982,6,392
1792,2688,2176,4,730
1793,1137,1476,4,514
1794,1960,2682,2,466
1795,567,1933,8,11
1796,2352,2469,5,675
1797,4377,2778,10,182
1798,1635,3397,4,287
1799,2038,2293,7,29
1800,4143,66,3,599
1801,1314,3325,6,109
1802,4462,3527,5,581
1803,989,4723,4,941
1804,4405,4152,5,968
1805,2450,11,2,985
1806,4683,66,8,549
1807,1919,3431,3,634
1808,3614,4927,2,462
1809,946,4725,10,335
1810,1817,2343,1,433
1811,2468,3964,7,884
1812,4756,3696,9,184
1813,1448,3673,8,446
1814,2499,4619,8,39
1815,2544,3981,3,439
1816,3093,4172,2,514
1817,3418,1380,9,989
1818,3660,3021,2,464
1819,3571,1086,8,67
1820,1711,985,7,221
1821,3574,1442,7,160
1822,3710,4489,9,408
1823,248,4334,4,361
1824,4120,429,2,395
1825,714,905,8,121
1826,4277,2334,9,903
1827,2137,362,5,942
1828,4751,4908,5,949
1829,624,2499,1,277
1830,1915,3115,1,477
1831,2877,4412,1,86
1832,490,190,5,778
1833,3593,4975,2,701
1834,2611,368,8,940
1835,4277,2726,3,116
1836,3364,4710,2,669
1837,4548,3461,2,595
1838,4370,4582,6,102
1839,3922,4917,5,680
1840,1839,1900,10,434
1841,3572,1187,8,161
1842,2806,2890,5,756
1843,947,676,2,53
1844,918,4736,8,219
1845,3648,1799,9,835
1846,1638,3506,3,954
1847,4515,1162,3,88
1848,4932,1268,9,706
1849,3881,1109,1,852
1850,3499,2931,2,631
1851,3207,201,5,845
1852,762,2822,4,224
1853,2743,890,5,902
1854,143,3015,4,756
1855,799,1959,2,304
1856,1251,3388,5,646
1857,3051,1510,1,823
1858,4975,2860,5,718
1859,1687,4491,10,911
1860,4452,4257,9,854
1861,403,4934,6,247
1862,875,16,8,108
1863,2935,4242,9,811
1864,3225,2338,6,202
1865,4551,1117,8,214
1866,1870,1234,1,825
1867,1981,4397,2,508
1868,1154,4886,10,133
1869,2338,2057,3,821
1870,1019,2391,3,255
1871,1874,3666,4,15
1872,3178,2408,1,85
1873,4828,226,6,953
1874,4527,2106,8,623
1875,3421,805,8,196
1876,4955,3404,8,127
1877,4666,4864,5,714
1878,2796,4885,1,347
1879,3489,3033,9,490
1880,2820,1758,3,428
1881,3064,4659,6,425
1882,3519,226,1,202
1883,2338,4876,4,585
1884,414,986,8,978
1885,650,1260,3,504
1886,2441,3006,4,343
1887,496,4015,7,650
1888,3439,1354,5,481
1889,1742,4733,8,266
1890,700,4243,5,742
1891,1766,1378,2,604
1892,345,1934,7,388
1893,1143,3577,5,981
1894,2757,1396,4,985
1895,4723,1541,9,298
1896,2113,91,7,385
1897,1311,1127,1,731
1898,676,4092,3,871
1899,3869,1165,10,68
1900,3893,3016,6,677
1901,1212,4619,2,156
1902,2485,123,9,499
1903,2691,3055,3,239
1904,4786,321,1,120
1905,3245,3722,5,90
1906,1323,3892,10,951
1907,694,821,4,967
1908,4997,1650,1,541
1909,1122,4294,7,944
1910,2257,1681,2,655
1911,3844,2034,3,837
1912,3514,1064,6,701
1913,4264,2850,10,618
1914,1245,1277,6,928
1915,1246,3843,8,705
1916,4878,4723,10,309
1917,1597,2232,5,360
1918,3316,850,3,221
1919,148,4024,8,109
1920,807,522,7,428
1921,588,2625,5,742
1922,666,1472,5,423
1923,3153,3426,6,685
1924,4845,4046,10,495
1925,4867,4308,5,753
1926,1707,2215,7,994
1927,3939,3285,10,149
1928,3801,1799,2,931
1929,4994,740,7,422
1930,2156,2758,9,203
1931,3201,3399,10,297
1932,4656,4539,6,566
1933,2589,2639,1,841
1934,1678,833,4,163
1935,3338,2869,1,519
1936,405,2079,1,46
1937,3660,1367,4,701
1938,4123,278,4,119
1939,3510,2397,10,924
1940,1604,1016,6,572
1941,4816,2357,1,10
1942,3055,2388,3,488
1943,1235,2200,8,972
1944,1887,3493,7,702
1945,90,2179,9,97
1946,2442,2931,9,98
1947,422,532,8,111
1948,3053,3020,4,252
1949,3967,1734,10,995
1950,4304,3041,3,995
1951,3831,3946,5,706
1952,4746,1793,3,359
1953,4141,4177,9,17
1954,802,4136,3,298
1955,2801,479,5,990
1956,4485,3642,8,454
1957,809,3960,8,315
1958,2663,4693,7,701
1959,789,1614,5,643
1960,929,406,10,622
1961,4808,1493,4,790
1962,167,1222,1,673
1963,561,1899,1,94
1964,3958,4044,6,409
1965,2848,1604,10,870
1966,4122,4536,8,532
1967,4652,174,6,247
1968,3581,1492,1,27
1969,4391,3645,1,103
1970,2728,4340,3,674
1971,2494,4719,3,762
1972,450,2158,6,537
1973,2416,1280,7,444
1974,4888,4570,1,491
1975,1769,3317,9,403
1976,57,3995,8,15
1977,2171,3026,8,500
1978,4950,1441,6,496
1979,3635,2595,2,155
1980,4868,4193,8,24
1981,332,548,8,495
1982,4028,3901,4,174
1983,2827,3637,1,840
1984,3448,87,3,938
1985,3185,1367,2,359
1986,2304,1328,8,341
1987,653,4843,6,435
1988,303,4549,10,35
1989,2609,4487,6,879
1990,723,2704,10,412
1991,4366,2294,1,99
1992,938,2915,8,788
1993,822,3272,8,771
1994,3148,3144,5,502
1995,2570,2460,1,942
1996,4573,2780,6,194
1997,862,3554,7,631
1998,31,184,10,355
1999,3342,266,5,350
2000,122,4818,1,762
2001,2798,4936,1,319
2002,393,2132,9,433
2003,1722,4455,9,20
2004,4660,1012,7,572
2005,2517,931,8,293
2006,946,2448,9,62
2007,3501,4380,5,913
2008,2042,3290,7,535
2009,1126,592,9,219
2010,2974,3284,8,945
2011,3574,4590,1,227
2012,2639,679,6,369
2013,90,660,9,482
2014,1017,3397,5,122
2015,1205,1962,3,508
2016,3321,1981,9,808
2017,259,586,2,556
2018,3391,4160,3,977
2019,669,4714,1,257
2020,4007,1537,3,767
2021,4720,3772,1,243
2022,2029,2597,1,792
2023,2418,1514,2,271
2024,2151,2360,4,748
2025,3632,3244,4,130
2026,3874,3054,10,978
2027,2360,3656,7,989
2028,4232,2892,6,129
2029,2272,1488,3,564
2030,3629,228,5,351
2031,1362,3832,5,314
2032,2949,1081,5,425
2033,825,2591,6,116
2034,198,1691,6,338
2035,378,4067,6,925
2036,3356,1861,4,355
2037,1332,2613,4,914
2038,980,1699,1,40
2039,4723,1387,3,944
2040,4921,429,7,211
2041,2018,3224,8,44
2042,130,2148,1,483
2043,4886,483,7,46
2044,933,4689,7,452
2045,1518,4459,3,217
2046,4571,2841,4,880
2047,2491,3011,7,917
2048,4543,3105,5,733
2049,646,715,6,387
2050,2285,4591,7,541
2051,188,4264,4,790
2052,421,68,5,796
2053,4730,4977,1,57
2054,3570,3191,3,481
2055,657,1684,1,436
2056,2905,3303,8,249
2057,4811,325,9,611
2058,2632,4353,5,641
2059,2334,1542,2,674
2060,2150,3984,3,15
2061,4361,763,4,255
2062,4589,4575,4,573
2063,4975,1125,3,266
2064,4589,4670,6,588
2065,2869,2526,4,234
2066,4891,1492,7,862
2067,494,3544,4,370
2068,1294,4249,7,47
2069,4179,2142,1,425
2070,34,3320,6,472
2071,980,872,8,92
2072,4346,3696,6,84
2073,3462,3238,10,779
2074,1078,1267,4,416
2075,1852,1774,4,876
2076,775,182,3,472
2077,2026,4125,8,379
2078,1297,3812,7,53
2079,4597,885,8,519
2080,3404,4855,4,911
2081,2095,2304,1,26
2082,3019,1291,5,655
2083,3064,3608,9,93
2084,3440,3531,3,56
2085,910,4730,4,621
2086,1105,3496,5,831
2087,382,3144,5,93
2088,3310,4815,8,608
2089,379,661,6,632
2090,1347,1943,5,17
2091,497,823,2,339
2092,4578,1294,5,648
2093,370,4580,1,252
2094,3755,4559,2,500
2095,2355,2650,9,358
2096,3274,1126,8,776
2097,1689,353,7,371
2098,1232,1648,1,789
2099,2534,417,7,22
2100,2641,909,10,572
2101,4041,3130,4,365
2102,4873,1654,2,836
2103,1131,1233,8,364
2104,351,3945,1,560
2105,4562,1200,6,652
2106,287,3298,2,880
2107,2803,2846,2,813
2108,1009,639,8,418
2109,462,338,10,420
2110,364,3988,7,314
2111,1715,1474,9,52
2112,3151,2450,9,98
2113,1371,953,8,280
2114,1645,2470,5,637
2115,1617,4830,1,903
2116,2481,840,6,906
2117,444,2419,4,456
2118,595,1868,10,226
2119,3436,3401,8,998
2120,1895,1075,3,157
2121,1929,3598,8,774
2122,164,2352,8,923
2123,1988,236,1,139
2124,1611,3023,4,517
2125,3973,1326,10,210
2126,3967,3614,5,882
2127,1941,2000,1,129
2128,960,481,4,598
2129,3050,4732,2,462
2130,3852,1772,6,33
2131,4078,2818,9,343
2132,3198,1390,2,112
2133,3389,3744,5,120
2134,1836,3094,1,609
2135,4910,1024,7,196
2136,4160,4260,2,618
2137,3300,1593,9,213
2138,718,3273,7,392
2139,529,498,8,697
2140,640,3182,5,444
2141,4549,661,1,25
2142,761,47,9,67
2143,4751,1864,3,272
2144,788,4267,6,100
2145,294,2011,6,752
2146,1343,3490,6,267
2147,4521,2849,9,604
2148,491,1506,4,170
2149,2612,4744,1,854
2150,3280,4363,7,610
2151,1517,4049,9,665
2152,4603,1427,6,847
2153,1605,2563,4,692
2154,2270,237,3,453
2155,1355,3657,8,769
2156,3133,4928,4,351
2157,2222,608,1,403
2158,2394,278,5,324
2159,2780,624,4,187
2160,3159,450,2,545
2161,3462,699,8,106
2162,1632,2639,5,344
2163,89,3635,2,334
2164,2052,1413,1,461
2165,921,2178,9,381
2166,786,918,3,781
2167,3777,4605,5,773
2168,4969,195,6,717
2169,569,1374,8,629
2170,3154,3593,5,938
2171,4224,4462,1,869
2172,4940,102,4,768
2173,4136,138,4,703
2174,4077,183,10,267
2175,4169,4451,7,238
2176,1049,2529,1,185
2177,2216,280,9,436
2178,2534,2339,8,966
2179,4577,4265,4,792
2180,695,2201,3,985
2181,4777,3511,10,556
2182,4941,2868,1,969
2183,1451,4780,9,587
2184,225,615,7,857
2185,4700,3030,10,487
2186,1875,4030,10,393
2187,2525,4152,2,664
2188,565,2719,5,544
2189,1676,164,6,359
2190,183,2296,9,678
2191,4582,1158,2,851
2192,4217,533,6,494
2193,2736,2432,3,738
2194,2069,3240,10,436
2195,1976,1001,5,712
2196,805,1881,5,783
2197,1632,2428,7,578
2198,4515,3051,1,958
2199,1008,1133,7,722
2200,1043,2252,6,620
2201,4364,1332,10,935
2202,1552,3661,10,254
2203,4459,1757,6,993
2204,4657,992,4,249
2205,3220,171,6,791
2206,1325,555,3,410
2207,2215,2296,4,611
2208,3106,2937,5,964
2209,213,2550,8,512
2210,1485,4174,4,625
2211,2848,1166,4,27
2212,1231,733,5,128
2213,1468,4892,2,851
2214,2490,3799,9,724
2215,4857,721,4,744
2216,3834,4899,3,332
2217,3462,2167,5,414
2218,2058,2920,4,740
2219,3892,1721,5,725
2220,1813,2877,5,577
2221,2375,1062,10,898
2222,3681,3746,2,584
2223,1066,1433,9,940
2224,945,4173,6,639
2225,3429,2938,5,557
2226,3671,2698,8,149
2227,1481,4938,4,65
2228,4106,2183,10,522
2229,669,2866,1,858
2230,404,2456,5,179
2231,1954,1720,9,324
2232,2698,2319,6,939
2233,1135,3952,7,542
2234,3557,1075,7,21
2235,3557,1102,8,369
2236,2569,3609,2,931
2237,3357,629,10,308
2238,1437,2173,3,826
2239,2489,3091,2,189
2240,3082,461,6,81
2241,3557,1178,1,358
2242,3276,2835,8,845
2243,594,951,1,332
2244,402,3082,6,823
2245,185,826,10,292
2246,2248,4452,4,522
2247,2703,4365,3,694
2248,1327,2655,2,364
2249,4029,3588,3,217
2250,949,3789,7,856
2251,3296,1797,4,142
2252,4310,2612,4,912
2253,856,270,9,585
2254,3875,2821,5,985
2255,3445,4971,5,839
2256,4170,4297,9,84
2257,2707,4504,8,343
2258,2979,1557,5,961
2259,2093,3583,8,577
2260,1964,2655,10,431
2261,1428,4422,8,691
2262,3953,52,1,833
2263,3362,288,7,135
2264,1530,330,4,57
2265,2975,3047,5,640
2266,2836,3057,2,597
2267,3961,1348,2,71
2268,2023,1856,9,579
2269,3547,2264,9,798
2270,4199,2049,2,984
2271,195,1956,10,506
2272,172,757,1,155
2273,3181,2818,7,492
2274,3016,1956,2,225
2275,2746,3949,6,403
2276,4463,4024,5,738
2277,360,1389,8,986
2278,2504,2459,6,1000
2279,3937,2396,7,129
2280,3152,4752,1,519
2281,4796,4285,5,702
2282,254,3356,6,297
2283,52,4774,9,312
2284,1420,2597,6,966
2285,1177,320,4,709
2286,4489,4679,6,922
2287,2712,1781,7,14
2288,4571,2694,1,168
2289,69,4735,10,985
2290,4631,4599,1,410
2291,4403,2017,6,643
2292,4654,104,4,763
2293,2487,694,1,432
