inventory_id,product_id,quantity_available,last_update_date
705,2877,40,2022-12-25 18:23:14
706,4387,26,2023-02-27 21:31:12
707,3763,69,2022-11-18 23:16:38
708,3196,28,2023-08-05 08:37:07
709,308,91,2022-10-17 14:13:03
710,3161,63,2023-09-13 08:31:10
711,3560,46,2023-01-26 08:20:37
712,4643,36,2023-02-03 12:54:15
713,3682,11,2022-10-28 13:47:02
714,3759,48,2023-02-05 06:50:54
715,310,61,2023-04-23 08:27:19
716,3864,9,2023-02-09 12:30:32
717,3274,4,2022-11-29 18:33:35
718,4883,22,2023-08-14 03:41:31
719,3798,14,2023-05-18 04:25:48
720,1184,1,2023-04-05 20:01:51
721,2327,10,2023-05-16 03:10:57
722,1919,9,2023-01-02 12:42:53
723,721,57,2023-03-22 08:36:12
724,3959,28,2022-10-21 18:24:17
725,4335,28,2023-09-20 06:18:46
726,2691,49,2023-05-22 16:14:23
727,660,51,2023-03-20 22:09:02
728,4458,84,2023-03-15 06:11:58
729,1002,1,2023-03-02 15:20:37
730,3631,52,2023-08-27 00:31:38
731,4484,57,2023-07-28 13:40:05
732,3285,78,2022-11-29 22:59:33
733,4455,3,2023-03-17 13:19:01
734,1317,14,2022-10-28 14:19:45
735,845,98,2023-08-21 17:23:16
736,1551,14,2023-03-02 17:23:57
737,2166,80,2023-07-24 05:22:48
738,1500,39,2023-08-15 04:46:18
739,3160,25,2023-05-21 02:30:09
740,1562,35,2022-12-03 04:12:54
741,270,16,2023-08-08 09:07:37
742,4903,56,2023-02-26 01:39:19
743,1648,56,2023-03-20 00:45:08
744,3823,10,2023-08-31 07:42:49
745,1975,61,2023-02-04 05:23:55
746,1312,49,2023-07-24 03:45:13
747,4482,20,2022-10-14 17:52:25
748,4611,58,2022-10-09 04:04:04
749,572,55,2022-11-13 23:37:16
750,4191,64,2023-07-11 10:58:49
751,4646,100,2023-03-02 20:46:08
752,2615,65,2023-05-01 06:26:40
753,3246,96,2022-12-01 16:28:36
754,4274,73,2023-02-03 05:25:47
755,2138,56,2022-11-17 11:30:12
756,4816,71,2023-05-20 16:33:18
757,4252,50,2023-05-03 09:24:16
758,2239,21,2022-11-22 20:01:57
759,4076,51,2023-06-16 05:53:54
760,4528,100,2023-08-06 01:55:32
761,2977,1,2023-09-25 21:59:38
762,3355,13,2023-04-24 09:27:27
763,585,82,2023-05-18 11:25:30
764,3445,92,2023-08-12 09:57:27
765,2982,69,2022-10-14 19:46:04
766,3831,18,2023-04-12 05:44:10
767,4512,19,2023-08-29 04:11:43
768,3120,79,2023-06-28 04:46:19
769,2034,63,2023-05-28 23:07:30
770,2986,11,2022-11-20 02:48:58
771,3403,23,2023-03-18 04:29:57
772,3094,50,2023-07-06 22:59:01
773,3265,23,2023-03-07 15:49:17
774,1747,97,2022-11-16 14:42:42
775,1557,79,2023-01-12 10:08:50
776,2091,50,2023-04-12 13:09:29
777,1475,70,2023-09-16 06:09:47
778,3468,93,2023-07-21 12:53:20
779,2237,46,2023-01-14 08:32:20
780,4546,2,2023-01-14 09:56:09
781,836,45,2023-07-01 04:12:36
782,4447,36,2022-10-25 20:20:11
783,33,94,2022-11-23 09:57:28
784,2046,5,2022-11-15 02:38:25
785,3353,35,2023-01-17 10:19:03
786,1861,47,2023-03-08 14:06:58
787,1745,90,2023-07-11 09:34:34
788,2342,93,2023-03-29 03:51:17
789,2109,78,2022-12-08 21:18:45
790,4906,33,2022-10-27 22:03:47
791,236,3,2023-06-27 09:15:04
792,1393,43,2022-12-09 13:16:09
793,420,95,2022-10-16 20:21:22
794,2190,63,2023-01-28 06:35:31
795,3397,57,2023-06-25 09:57:34
796,4960,51,2023-04-13 22:46:12
797,4017,95,2023-09-09 10:05:49
798,4766,17,2023-05-21 13:30:04
799,3726,85,2023-06-16 01:12:30
800,4536,12,2023-01-09 08:52:47
801,2521,46,2023-08-06 16:56:32
802,1590,85,2023-06-02 14:58:02
803,3198,46,2023-02-11 11:00:19
804,2079,93,2023-03-11 01:11:24
805,1971,92,2023-07-08 02:41:18
806,1340,13,2022-11-23 23:52:20
807,4740,93,2022-12-06 23:54:17
808,3653,61,2023-03-31 22:49:46
809,2900,14,2023-05-05 00:03:52
810,2928,69,2022-11-16 18:36:25
811,108,32,2022-09-30 21:04:17
812,1388,71,2022-11-15 18:53:39
813,1122,97,2023-04-18 10:44:15
814,4910,5,2023-09-18 03:19:37
815,2588,3,2023-01-20 09:44:17
816,3724,40,2023-05-27 22:22:30
817,1840,18,2023-05-08 22:45:11
818,1782,45,2022-12-10 03:09:08
819,4869,77,2023-04-05 06:40:23
820,1675,43,2023-05-18 12:01:00
821,1588,49,2023-09-19 14:30:27
822,3423,54,2023-06-27 23:05:07
823,2970,76,2023-04-30 21:20:22
824,1040,51,2023-01-19 09:57:40
825,4800,97,2022-12-29 19:59:50
826,4050,57,2022-11-25 18:02:46
827,3846,5,2023-05-23 17:47:56
828,276,86,2022-12-04 13:24:10
829,2468,51,2022-12-24 18:14:39
830,2849,60,2023-05-20 15:25:05
831,4448,80,2023-01-16 18:45:34
832,3907,32,2023-02-27 11:08:39
833,2758,33,2023-06-17 06:35:09
834,4831,53,2022-12-30 10:23:02
835,554,77,2023-07-03 14:47:01
836,4702,70,2022-12-11 10:46:15
837,2060,56,2023-06-11 06:30:55
838,296,67,2023-09-07 04:05:42
839,234,31,2023-08-05 23:31:48
840,2676,54,2023-08-26 15:59:36
841,2113,55,2022-12-12 09:44:37
842,2228,56,2022-11-07 23:35:34
843,2347,57,2022-12-14 16:33:06
844,1668,2,2023-02-10 16:16:48
845,1431,95,2023-09-21 13:22:25
846,1625,25,2023-05-14 12:16:55
847,2089,85,2023-04-19 02:55:29
848,1664,39,2022-12-28 10:58:22
849,588,95,2023-09-10 08:25:37
850,3886,14,2022-12-25 06:06:31
851,3272,40,2023-01-29 18:41:34
852,2794,41,2023-08-22 18:43:18
853,3695,37,2023-08-13 13:35:59
854,213,6,2023-09-01 00:24:07
855,4076,58,2023-06-19 00:42:22
856,1502,88,2022-10-31 13:21:15
857,2657,73,2023-05-09 05:09:30
858,763,61,2023-03-16 21:07:27
859,3706,28,2023-01-31 19:32:41
860,1559,17,2023-03-05 19:57:45
861,415,9,2023-02-27 21:06:51
862,985,87,2023-05-14 09:19:59
863,3827,71,2023-08-18 10:29:53
864,4311,26,2023-01-04 04:56:27
865,2040,47,2023-06-13 17:14:29
866,2917,71,2023-03-28 23:29:12
867,1131,30,2023-08-21 11:34:07
868,3833,58,2023-02-20 07:24:33
869,1168,79,2023-02-26 03:30:17
870,3166,51,2023-06-07 06:57:35
871,2348,12,2023-06-03 01:49:26
872,725,28,2023-02-26 20:26:10
873,1055,92,2022-10-17 16:54:26
874,1038,13,2022-10-14 14:11:45
875,1865,16,2022-12-20 18:56:36
876,3353,22,2023-03-28 00:48:21
877,4220,44,2022-10-07 23:29:23
878,93,74,2023-04-11 03:56:41
879,3354,44,2023-08-15 18:47:18
880,408,64,2023-01-17 03:07:02
881,1779,74,2023-08-12 17:13:30
882,1074,60,2023-07-10 18:07:04
883,4299,33,2022-10-24 14:28:58
884,2439,54,2023-05-16 19:10:29
885,1324,78,2023-03-21 02:37:11
886,3746,1,2022-11-07 15:56:35
887,4506,68,2023-09-22 09:34:23
888,547,79,2023-02-07 05:55:24
889,210,26,2023-07-27 04:07:41
890,833,72,2023-01-07 06:18:26
891,3917,59,2023-01-01 13:36:47
892,3502,34,2023-01-18 04:00:07
893,1968,9,2023-08-30 21:27:28
894,3584,62,2023-07-20 12:13:52
895,959,97,2022-10-24 10:45:07
896,4493,42,2023-02-07 09:05:20
897,1849,64,2022-12-17 07:44:26
898,3799,9,2022-11-01 05:50:05
899,3832,4,2023-09-01 15:24:44
900,4136,85,2023-09-15 15:47:47
901,1791,84,2022-10-10 02:07:23
902,2477,50,2023-05-20 20:04:32
903,3890,58,2023-06-18 09:39:23
904,568,46,2023-01-25 05:33:57
905,2481,12,2023-07-10 10:15:06
906,4111,76,2023-05-06 12:22:10
907,2139,5,2023-04-11 02:37:07
908,2931,22,2023-03-01 16:16:47
909,2808,75,2023-02-06 08:50:27
910,326,14,2022-10-15 09:27:36
911,653,45,2023-02-21 00:11:46
912,4615,59,2023-02-25 03:13:32
913,4177,18,2022-12-03 14:55:29
914,3548,28,2022-12-19 22:47:18
915,2993,68,2023-01-29 06:36:44
916,2138,1,2023-06-25 22:06:14
917,911,32,2023-08-29 08:15:16
918,1573,75,2022-12-10 20:04:57
919,3053,60,2022-10-11 22:09:33
920,2240,93,2023-03-30 11:10:58
921,3242,82,2023-07-19 14:13:03
922,4877,74,2023-02-02 22:42:44
923,3264,18,2022-12-16 16:54:41
924,4922,26,2023-06-10 00:26:51
925,2317,20,2023-05-03 16:22:59
926,2529,29,2023-05-13 07:11:30
927,4103,88,2023-01-20 23:11:16
928,3632,94,2023-02-28 20:21:01
929,4660,93,2023-02-09 23:29:37
930,4797,15,2023-03-28 18:28:11
931,2707,68,2023-08-26 05:13:08
932,3918,28,2023-02-16 15:32:42
933,2725,11,2023-09-25 06:11:01
934,1136,20,2022-12-25 11:00:01
935,4979,45,2023-08-25 02:03:40
936,2072,53,2023-05-08 02:33:21
937,2616,56,2022-12-16 06:08:22
938,669,69,2022-12-10 14:39:16
939,1080,85,2022-12-24 03:17:38
940,2815,96,2023-04-01 06:15:13
941,2922,1,2023-08-28 04:59:57
942,2546,75,2022-10-22 05:08:32
943,509,14,2023-06-08 15:09:30
944,675,90,2022-11-16 05:23:47
945,3538,61,2023-04-02 08:59:41
946,2234,20,2023-04-09 12:17:04
947,4674,6,2023-09-12 07:45:10
948,2433,88,2023-05-22 06:20:10
949,755,100,2023-05-04 23:51:37
950,1688,18,2023-03-13 07:18:37
951,4313,91,2022-10-28 07:23:17
952,2672,26,2023-01-27 09:47:40
953,2956,52,2023-08-24 01:45:48
954,1870,39,2023-01-30 06:13:42
955,1250,95,2022-10-17 06:12:18
956,343,6,2022-11-09 23:38:11
957,2624,8,2022-10-30 22:55:32
958,2945,39,2022-11-01 21:53:44
959,421,55,2023-01-13 15:00:40
960,1125,43,2023-09-16 22:59:02
961,4132,44,2023-02-19 02:02:30
962,2889,30,2023-05-05 19:33:37
963,329,53,2023-03-22 06:02:45
964,2610,21,2022-12-19 18:22:42
965,4032,13,2023-07-15 18:33:50
966,4651,9,2023-04-26 14:08:57
967,3806,85,2023-06-12 04:43:01
968,3517,1,2023-09-04 17:12:55
969,4419,76,2023-01-06 13:49:50
970,3099,17,2022-10-28 13:55:30
971,1881,45,2023-05-23 21:37:18
972,3227,25,2023-08-07 13:31:01
973,4415,2,2022-12-15 18:05:30
974,4411,17,2023-04-28 12:30:23
975,3584,34,2023-04-19 09:27:10
976,3258,4,2022-12-17 16:37:04
977,183,26,2023-07-21 15:25:54
978,4232,74,2023-07-16 22:52:40
979,3626,48,2023-01-05 15:20:22
980,1020,4,2023-02-20 17:48:49
981,3115,79,2022-11-11 00:26:26
982,3458,7,2023-07-10 03:49:18
983,3504,1,2022-11-17 17:28:33
984,3290,38,2022-10-27 00:28:54
985,1646,56,2022-11-30 17:49:11
986,2827,51,2023-07-26 13:10:48
987,1673,89,2023-06-05 23:19:56
988,4334,94,2023-06-10 14:13:29
989,4580,6,2022-11-06 20:09:41
990,4006,70,2023-02-17 00:24:42
991,164,92,2023-06-24 08:37:39
992,690,100,2023-01-23 17:37:32
993,3363,22,2022-11-11 02:07:14
994,1728,32,2023-05-08 23:43:27
995,4736,53,2023-06-10 03:08:21
996,1967,32,2023-07-11 09:55:31
997,2234,45,2023-03-13 06:04:58
998,2636,44,2023-02-17 02:08:13
999,4847,25,2023-04-21 01:25:15
1000,4102,75,2022-12-25 21:05:25
1001,4392,74,2022-11-25 02:37:44
1002,225,4,2022-12-18 09:59:35
1003,597,13,2023-05-21 21:46:38
1004,100,81,2023-08-18 13:40:55
1005,734,57,2022-12-13 19:28:34
1006,4971,41,2023-01-10 20:52:19
1007,3340,68,2023-01-05 22:54:09
1008,2954,94,2023-02-20 05:00:49
1009,2763,75,2023-03-14 23:53:57
1010,3569,49,2023-03-09 04:14:12
1011,355,61,2023-04-18 22:56:24
1012,56,58,2023-04-29 01:19:57
1013,1541,2,2023-09-21 15:55:56
1014,4418,26,2023-03-08 08:29:23
1015,539,90,2023-08-02 10:51:25
1016,4940,38,2023-01-04 17:37:09
1017,438,64,2023-05-05 22:10:02
1018,3546,78,2023-05-12 13:14:04
1019,2807,3,2023-03-09 21:38:40
1020,2338,51,2023-07-11 18:52:08
1021,3530,96,2022-10-28 22:15:44
1022,3712,63,2022-10-02 10:32:33
1023,3655,18,2023-05-14 10:10:01
1024,461,18,2023-05-29 00:29:26
1025,2862,31,2023-01-04 05:12:42
1026,3474,50,2023-02-20 21:19:16
1027,580,91,2023-05-16 12:43:30
1028,4895,56,2023-04-28 15:32:09
1029,1634,49,2023-01-12 20:21:35
1030,3169,24,2022-10-18 03:14:05
1031,3719,13,2023-08-03 11:34:20
1032,3747,83,2023-03-09 06:04:16
1033,1739,48,2023-05-22 06:28:22
1034,474,93,2023-07-01 09:34:33
1035,3536,16,2023-08-23 06:10:52
1036,2842,81,2022-11-15 13:35:36
1037,1596,73,2023-01-02 23:59:46
1038,2435,31,2023-01-29 18:39:12
1039,4012,45,2022-10-24 02:17:15
1040,1404,56,2022-11-02 14:45:52
1041,599,60,2023-06-25 12:25:09
1042,2877,34,2023-05-17 01:04:03
1043,1176,22,2023-03-06 14:59:00
1044,2715,62,2023-05-29 09:28:15
1045,1512,67,2023-01-21 13:06:57
1046,2567,76,2022-11-07 03:44:45
1047,1307,25,2023-09-10 05:26:12
1048,1190,75,2023-09-12 15:31:43
1049,1740,52,2023-09-03 18:16:56
1050,3146,43,2023-08-02 00:13:42
1051,610,16,2023-07-25 05:44:00
1052,1803,26,2023-05-15 15:23:28
1053,2339,37,2022-11-26 15:00:48
1054,2704,93,2022-12-28 10:02:34
1055,3245,67,2023-02-13 10:09:25
1056,1841,44,2023-07-06 20:04:15
1057,4310,3,2023-05-15 11:12:08
1058,3657,56,2022-12-13 05:35:54
1059,3810,36,2022-10-19 03:33:49
1060,3588,80,2022-12-19 17:31:40
1061,1373,85,2023-02-01 01:32:14
1062,2109,31,2022-10-04 07:50:59
1063,4148,7,2023-06-06 18:57:11
1064,2051,16,2023-01-20 14:01:04
1065,2970,68,2023-05-27 16:59:27
1066,3911,35,2022-12-11 06:00:36
1067,173,47,2022-12-10 01:31:28
1068,3247,39,2023-04-14 04:44:16
1069,4274,50,2023-01-01 15:33:16
1070,3889,99,2023-03-04 10:26:04
1071,3269,13,2022-12-26 11:45:26
1072,3430,53,2023-08-02 21:07:25
1073,920,24,2023-06-16 20:35:35
1074,1053,69,2023-07-14 15:07:59
1075,4995,62,2022-12-19 13:11:02
1076,39,78,2023-03-03 01:58:15
1077,3858,13,2023-02-03 07:35:19
1078,4627,39,2023-08-16 06:54:33
1079,965,3,2023-05-25 02:24:57
1080,356,3,2023-08-22 19:13:46
1081,3760,2,2023-04-19 01:54:51
1082,4218,89,2023-03-25 03:02:59
1083,2028,88,2022-09-30 18:56:23
1084,68,64,2022-10-21 21:12:18
1085,4604,22,2023-03-19 08:53:30
1086,2526,29,2023-02-23 19:26:30
1087,4564,91,2022-11-16 09:59:22
1088,473,54,2023-09-16 05:50:47
1089,1826,85,2023-05-29 19:16:33
1090,1680,17,2023-07-19 04:25:51
1091,88,54,2023-02-16 17:15:57
1092,1349,46,2023-05-15 04:49:19
1093,3085,65,2023-03-17 02:18:33
1094,3961,41,2023-04-29 00:08:55
1095,1256,59,2022-10-23 05:48:01
1096,2930,79,2023-08-18 12:35:10
1097,2942,78,2023-03-07 02:26:34
1098,3843,80,2023-06-07 14:43:25
1099,4447,41,2023-08-06 17:16:28
1100,1050,91,2023-08-22 10:19:32
1101,1900,59,2023-04-16 16:10:44
1102,29,85,2023-03-23 03:01:16
1103,4359,94,2022-11-07 00:06:47
1104,1727,14,2023-09-09 11:34:48
1105,169,9,2023-09-16 21:45:30
1106,574,13,2023-09-11 01:21:34
1107,3957,55,2023-09-23 20:12:46
1108,1023,75,2022-11-09 10:06:00
1109,893,71,2022-11-06 02:54:20
1110,4332,14,2023-09-22 15:19:22
1111,1459,6,2022-10-17 16:40:34
1112,657,70,2022-12-24 09:51:47
1113,2958,99,2023-06-01 18:18:01
1114,3381,97,2022-12-11 02:05:13
1115,4362,70,2023-07-10 02:08:17
1116,4498,54,2023-01-09 09:17:24
1117,3078,60,2023-04-17 22:19:14
1118,1058,84,2023-05-03 14:55:37
1119,3061,10,2023-02-26 05:17:26
1120,611,86,2023-03-24 07:07:58
1121,3399,69,2023-08-15 06:02:25
1122,3088,37,2023-09-10 07:14:31
1123,3502,69,2023-02-02 20:26:27
1124,3529,97,2023-09-25 15:29:13
1125,1007,47,2023-07-02 15:17:31
1126,3060,39,2023-03-23 06:20:05
1127,2886,94,2023-09-04 06:24:08
1128,146,5,2023-05-30 12:53:10
1129,948,2,2022-10-10 14:27:55
1130,835,76,2023-05-14 05:39:12
1131,2469,100,2023-07-17 10:05:17
1132,2029,63,2022-12-11 02:50:29
1133,2106,77,2022-10-29 14:45:19
1134,3983,4,2022-11-01 04:41:11
1135,3535,36,2022-10-16 17:55:04
1136,4193,1,2022-11-06 17:39:25
1137,1730,17,2022-10-11 20:14:58
1138,640,100,2023-01-22 12:23:36
1139,1626,72,2023-03-20 20:56:34
1140,68,40,2023-05-02 22:34:45
1141,3846,38,2022-12-17 19:38:57
1142,4441,27,2022-12-09 03:30:36
1143,1928,84,2023-08-06 01:32:27
1144,1804,47,2023-02-20 08:59:32
1145,2758,35,2022-10-15 11:25:52
1146,2343,90,2023-03-22 16:47:57
1147,3605,27,2022-10-26 06:37:11
1148,375,11,2022-10-04 04:08:07
1149,4873,66,2023-09-25 07:59:35
1150,3644,22,2022-11-11 09:17:54
1151,4834,80,2023-07-11 07:41:47
1152,2175,33,2023-05-19 22:31:51
1153,1908,3,2023-08-15 16:34:05
1154,209,41,2023-08-23 12:04:27
1155,1858,11,2023-02-24 04:34:46
1156,4680,78,2023-08-18 04:16:19
1157,3935,82,2023-08-12 12:55:50
1158,3035,41,2022-10-06 13:45:28
1159,1675,54,2023-09-16 10:24:09
1160,2221,42,2022-10-22 01:55:17
1161,2489,7,2023-02-27 02:05:05
1162,2410,65,2023-09-09 10:09:11
1163,4885,89,2022-11-27 03:56:30
1164,1609,92,2023-08-31 07:08:07
1165,4313,27,2023-09-23 04:18:25
1166,1547,26,2022-10-22 13:56:42
1167,1427,17,2022-12-25 11:23:54
1168,4903,6,2023-02-02 15:44:22
1169,342,35,2023-04-07 17:17:10
1170,491,44,2023-09-02 07:05:06
1171,1884,64,2023-08-21 01:13:39
1172,449,86,2023-08-28 00:00:52
1173,2655,41,2022-10-06 00:46:34
1174,969,10,2023-01-14 11:55:25
1175,1120,13,2023-05-01 13:17:07
1176,2207,48,2022-10-08 07:09:39
1177,361,88,2023-08-17 13:36:52
1178,4149,83,2023-04-09 22:02:18
1179,446,17,2023-03-27 21:12:05
1180,895,83,2023-08-13 14:11:13
1181,2992,26,2023-05-01 21:13:41
1182,2659,29,2023-09-03 07:41:11
1183,1417,50,2023-03-12 15:23:18
1184,633,20,2022-10-31 21:26:33
1185,4737,43,2023-06-12 23:08:04
1186,2604,88,2023-09-05 16:39:52
1187,1806,94,2023-02-28 15:44:54
1188,4347,62,2023-05-06 05:06:01
1189,3139,93,2023-03-12 16:51:52
1190,2793,91,2023-01-11 07:10:48
1191,1935,65,2022-11-18 21:47:44
1192,4922,4,2022-12-26 17:01:25
1193,3881,81,2023-03-01 00:20:42
1194,3017,64,2023-01-09 15:04:43
1195,4338,3,2023-08-07 16:56:35
1196,4066,38,2023-03-15 12:08:03
1197,3137,55,2023-09-13 13:17:58
1198,3159,83,2023-07-31 12:57:47
1199,4854,21,2023-09-04 10:40:09
1200,887,74,2023-01-24 04:21:46
1201,1564,82,2023-04-22 05:56:43
1202,1360,35,2023-07-14 16:51:26
1203,2300,90,2023-02-22 10:42:28
1204,2992,6,2022-10-21 16:06:41
1205,812,80,2022-12-09 06:26:52
1206,1049,16,2023-05-27 03:05:37
1207,4278,40,2022-11-21 16:25:24
1208,2889,58,2023-03-25 19:02:14
1209,4294,31,2022-12-18 01:10:10
1210,4055,18,2023-05-24 00:53:16
1211,2390,60,2023-03-18 04:16:03
1212,1126,62,2023-01-26 23:20:10
1213,4934,86,2022-09-29 11:19:01
1214,3225,92,2023-09-03 08:08:32
1215,1396,49,2023-05-01 19:14:32
1216,3188,26,2023-07-02 01:22:23
1217,4556,37,2023-09-26 08:50:24
1218,4334,38,2023-08-09 06:49:26
1219,4305,24,2022-12-05 13:35:32
1220,4205,91,2022-12-23 10:40:47
1221,1086,9,2023-05-13 18:33:30
1222,861,52,2023-05-29 15:07:49
1223,3044,15,2023-05-31 15:02:40
1224,1967,67,2023-09-22 19:14:38
1225,959,55,2023-02-08 19:36:29
1226,3347,62,2023-04-24 16:08:20
1227,4925,79,2022-11-08 08:59:10
1228,1488,32,2022-12-15 06:28:32
1229,4937,94,2023-08-24 04:02:28
1230,2601,77,2023-07-18 08:04:48
1231,4328,23,2022-10-25 00:45:53
1232,1968,52,2023-06-09 10:20:56
1233,756,44,2022-10-15 17:45:27
1234,4961,82,2023-05-29 17:48:57
1235,650,76,2022-10-07 05:21:52
1236,4434,98,2023-04-10 01:38:51
1237,3351,56,2023-04-20 12:31:11
1238,4518,18,2022-11-22 03:18:31
1239,740,36,2023-07-28 13:51:24
1240,1445,43,2022-12-25 11:43:13
1241,855,6,2022-10-27 09:38:39
1242,4971,91,2022-11-23 19:23:04
1243,813,77,2023-07-30 22:57:40
1244,582,31,2023-02-08 08:11:51
1245,3885,53,2023-07-27 00:45:30
1246,2450,58,2023-05-25 13:30:05
1247,400,7,2023-03-20 13:31:17
1248,4059,19,2023-07-30 14:02:32
1249,67,1,2023-09-25 06:45:19
1250,1633,13,2023-09-11 23:59:12
1251,4804,1,2023-04-13 16:59:48
1252,915,17,2023-04-07 07:55:01
1253,3346,62,2023-08-07 17:59:49
1254,411,32,2023-07-28 12:43:20
1255,127,93,2022-10-31 19:23:51
1256,1705,14,2022-12-07 18:01:22
1257,681,74,2023-05-03 19:05:57
1258,2687,95,2023-08-08 19:33:16
1259,1699,34,2023-02-07 18:43:55
1260,1293,31,2023-07-02 23:20:43
1261,108,84,2023-07-19 08:59:55
1262,973,87,2023-08-05 18:27:07
1263,311,56,2023-05-02 22:03:16
1264,4306,76,2022-11-25 13:32:29
1265,525,77,2023-02-11 12:25:27
1266,4551,46,2023-03-24 17:45:20
1267,946,11,2023-01-30 21:47:31
1268,1343,36,2023-07-22 07:46:20
1269,1084,77,2023-04-28 15:14:10
1270,3920,77,2023-08-06 19:59:08
1271,1100,58,2023-07-26 11:12:39
1272,1054,52,2022-11-27 19:00:10
1273,1760,22,2023-08-01 17:09:42
1274,1678,17,2023-04-17 15:12:59
1275,989,59,2023-08-26 19:09:50
1276,801,52,2023-01-21 10:06:24
1277,3698,78,2023-05-15 01:59:33
1278,3640,10,2023-02-19 23:35:33
1279,1176,1,2023-05-13 04:56:30
1280,2211,49,2023-08-12 00:48:06
1281,3888,11,2023-03-18 18:08:39
1282,607,71,2022-12-28 07:09:57
1283,4896,66,2023-04-10 10:55:34
1284,3284,26,2023-02-19 16:31:29
1285,1052,23,2023-01-18 20:16:40
1286,4851,50,2023-01-17 05:07:21
1287,3997,89,2023-03-27 09:57:02
1288,3894,77,2023-08-28 12:53:31
1289,784,29,2023-02-12 05:54:08
1290,3971,4,2022-11-02 17:33:36
1291,562,73,2023-08-26 04:19:57
1292,3223,69,2023-06-07 22:04:27
1293,2567,53,2023-05-04 02:51:10
1294,3652,66,2023-03-08 07:32:07
1295,1518,12,2023-03-05 11:02:32
1296,3879,64,2023-05-16 06:15:06
1297,4394,7,2023-06-28 02:43:15
1298,1649,27,2023-04-26 02:22:39
1299,4733,8,2022-10-24 12:46:34
1300,2420,40,2023-01-09 12:45:02
1301,2729,81,2023-06-18 06:29:51
1302,3329,25,2023-06-04 02:51:55
1303,4776,22,2023-01-14 14:13:33
1304,1744,86,2023-07-23 19:46:32
1305,12,51,2023-05-11 20:35:28
1306,4093,66,2022-11-30 03:37:28
1307,278,66,2023-02-11 06:22:37
1308,3523,77,2023-01-02 22:42:04
1309,3935,81,2023-03-03 16:50:28
1310,3346,34,2022-10-20 05:40:29
1311,4346,7,2023-05-23 11:17:48
1312,114,27,2022-12-29 23:07:52
1313,330,51,2022-11-21 10:51:29
1314,3145,98,2023-07-01 08:28:10
1315,3844,20,2022-11-05 06:09:12
1316,4194,24,2023-01-23 17:00:35
1317,1099,77,2023-03-25 06:51:34
1318,989,51,2023-09-18 18:16:14
1319,4630,87,2022-12-13 08:14:07
1320,3611,86,2023-02-16 20:28:16
1321,2689,9,2023-01-20 01:05:32
1322,2487,43,2023-07-29 02:16:38
1323,4606,49,2023-02-02 23:39:31
1324,639,17,2023-02-11 23:21:55
1325,3311,73,2023-02-15 10:31:56
1326,4356,43,2022-11-16 07:26:44
1327,2443,2,2022-12-16 22:12:43
1328,4348,12,2023-09-17 08:45:41
1329,3682,12,2023-09-15 07:34:51
1330,4236,92,2023-02-27 01:03:05
1331,1338,38,2023-02-11 20:58:18
1332,835,78,2023-01-08 18:54:33
1333,3082,19,2023-01-20 19:50:37
1334,4334,90,2023-07-14 10:32:17
1335,4454,80,2023-05-19 07:11:40
1336,1769,59,2023-06-22 06:17:54
1337,870,10,2023-04-17 19:59:09
1338,1778,100,2023-01-01 05:32:36
1339,831,61,2023-05-22 17:22:09
1340,4577,28,2023-04-19 04:54:02
1341,2146,46,2023-09-19 11:30:51
1342,4539,23,2022-11-23 22:17:42
1343,774,7,2022-11-22 15:07:49
1344,893,38,2023-08-04 10:39:22
1345,4015,59,2023-06-28 02:40:14
1346,2098,15,2023-08-25 03:54:27
1347,3900,49,2023-02-20 01:04:38
1348,4222,42,2023-08-03 08:24:29
1349,161,48,2023-04-09 18:38:29
1350,1553,8,2023-08-27 01:11:18
1351,4198,8,2023-02-13 13:32:16
1352,2951,21,2023-05-15 01:32:54
1353,1239,32,2022-11-05 23:29:04
1354,1152,92,2023-07-01 01:31:09
1355,1192,37,2023-03-24 01:15:07
1356,3251,77,2023-05-05 19:59:30
1357,1319,19,2023-02-16 11:46:36
1358,2443,13,2022-10-11 08:33:31
1359,3294,14,2023-05-13 08:59:52
1360,1240,86,2023-01-14 19:54:21
1361,3564,73,2023-09-02 10:55:42
1362,3551,34,2023-01-14 14:10:09
1363,1689,63,2023-02-04 12:57:18
1364,1538,39,2023-06-30 07:10:21
1365,2384,81,2023-02-05 22:02:44
1366,1516,8,2023-03-12 17:09:16
1367,3278,92,2022-11-27 08:42:06
1368,683,47,2023-06-30 08:26:35
1369,4816,54,2022-10-01 02:05:26
1370,3795,2,2023-04-19 11:08:54
1371,1985,90,2023-02-04 09:47:35
1372,1870,38,2022-10-04 16:21:19
1373,3341,63,2023-01-05 16:09:50
1374,929,87,2023-07-17 16:28:57
1375,2550,25,2022-11-11 17:52:33
1376,360,97,2022-11-05 20:44:14
1377,1095,41,2023-06-21 05:08:22
1378,3312,46,2022-11-19 21:15:03
1379,4442,11,2023-04-19 03:42:22
1380,107,37,2023-07-30 18:29:23
1381,2382,71,2023-06-01 22:27:36
1382,2002,86,2023-09-08 13:20:46
1383,2399,86,2023-07-29 15:24:45
1384,2448,86,2023-07-30 18:55:02
1385,2621,82,2022-12-06 08:47:05
1386,4839,52,2023-07-07 12:26:46
1387,3416,9,2023-01-02 08:47:29
1388,772,18,2023-09-17 08:34:30
1389,180,7,2023-09-02 20:35:57
